yelenId;year;seasonStart;seasonEnd;indexType;locationNanoId;region;province;department;city;beneficiarySex;subscriptionDate;premium;sumInsured;triggerSevere;payoutSevere;triggerMedium;payoutMedium;triggerLow;payoutLow;indexReferenceValue;indexEndOfSeasonValue;indexRatio;payoutEstimated
QF103661;2023;Decade 13;Decade 32;WRSI Sorgho;nLmZ5GoXSM5s;Nord;Yatenga;KOSSOUKA;;F;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103662;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;M;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103663;2023;Decade 13;Decade 32;WRSI Sorgho;nLmZ5GoXSM5s;Nord;Yatenga;KOSSOUKA;;M;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103664;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;F;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103665;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;M;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103666;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;F;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103667;2023;Decade 13;Decade 32;WRSI Sorgho;nLmZ5GoXSM5s;Nord;Yatenga;KOSSOUKA;;F;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103668;2023;Decade 13;Decade 32;WRSI Sorgho;nLmZ5GoXSM5s;Nord;Yatenga;KOSSOUKA;;M;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103669;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;M;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103670;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;M;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103671;2023;Decade 13;Decade 32;WRSI Fusion;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;F;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.6990836816241;74.7462951308723;0.9619971251803817;0
QF103672;2023;Decade 13;Decade 32;WRSI Fusion;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;F;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.6990836816241;74.7462951308723;0.9619971251803817;0
QF103673;2023;Decade 13;Decade 32;WRSI Sorgho;nLmZ5GoXSM5s;Nord;Yatenga;KOSSOUKA;;M;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103674;2023;Decade 13;Decade 32;WRSI Sorgho;nLmZ5GoXSM5s;Nord;Yatenga;KOSSOUKA;;M;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103675;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;F;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103676;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;M;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103677;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;M;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103678;2023;Decade 13;Decade 32;WRSI Sorgho;nLmZ5GoXSM5s;Nord;Yatenga;KOSSOUKA;;M;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103679;2023;Decade 13;Decade 32;WRSI Sorgho;nLmZ5GoXSM5s;Nord;Yatenga;KOSSOUKA;;F;2023-10-02 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103680;2023;Decade 13;Decade 32;WRSI Sorgho;nLmZ5GoXSM5s;Nord;Yatenga;KOSSOUKA;;M;2023-10-03 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103681;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;M;2023-10-04 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103682;2023;Decade 13;Decade 32;WRSI Sorgho;nLmZ5GoXSM5s;Nord;Yatenga;KOSSOUKA;;M;2023-10-05 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103683;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;M;2023-10-06 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103684;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;M;2023-10-07 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103685;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;M;2023-10-08 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103686;2023;Decade 13;Decade 32;WRSI Sorgho;nLmZ5GoXSM5s;Nord;Yatenga;KOSSOUKA;;M;2023-10-09 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103687;2023;Decade 13;Decade 32;WRSI Sorgho;nLmZ5GoXSM5s;Nord;Yatenga;KOSSOUKA;;M;2023-10-10 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103688;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;M;2023-10-11 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103689;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;F;2023-10-12 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103690;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;M;2023-10-13 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103691;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;F;2023-10-14 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103692;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;F;2023-10-15 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103693;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;F;2023-10-16 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103694;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;M;2023-10-17 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103695;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;M;2023-10-18 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103696;2023;Decade 13;Decade 32;WRSI Sorgho;nLmZ5GoXSM5s;Nord;Yatenga;KOSSOUKA;;F;2023-10-19 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103697;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;F;2023-10-20 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103698;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;F;2023-10-21 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103699;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;F;2023-10-22 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103700;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;F;2023-10-14 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103701;2023;Decade 13;Decade 32;WRSI Sorgho;nLmZ5GoXSM5s;Nord;Yatenga;KOSSOUKA;;M;2023-10-14 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103702;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;M;2023-10-14 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
